job_title,salary,salary_currency
Data Engineer,175000,USD
Data Engineer,170000,USD
Data Engineer,100000,USD
Data Engineer,129000,USD
Data Engineer,110000,USD
Data Engineer,210000,USD
Data Engineer,108000,USD
Data Engineer,202000,USD
Data Engineer,132000,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Scientist,316000,USD
Data Scientist,202000,USD
Data Engineer,180000,USD
Data Engineer,162000,USD
Data Scientist,140000,USD
Data Scientist,105000,USD
Data Engineer,190000,USD
Data Engineer,170000,USD
Data Scientist,204500,USD
Data Scientist,138900,USD
Data Engineer,147100,USD
Data Engineer,90700,USD
Data Scientist,257000,USD
Data Scientist,197000,USD
Data Engineer,155000,USD
Data Engineer,84800,USD
Data Engineer,135000,USD
Data Engineer,90000,USD
Data Engineer,135000,USD
Data Engineer,90000,USD
Data Engineer,260000,USD
Data Engineer,225000,USD
Data Scientist,153600,USD
Data Scientist,106800,USD
Data Engineer,143000,USD
Data Engineer,95000,USD
Data Scientist,207900,USD
Data Scientist,158400,USD
Data Scientist,240000,USD
Data Scientist,142500,USD
Data Engineer,225500,USD
Data Engineer,139400,USD
Data Engineer,143000,USD
Data Engineer,95000,USD
Data Scientist,250830,USD
Data Scientist,143370,USD
Data Scientist,203500,USD
Data Scientist,166500,USD
Data Engineer,145000,USD
Data Engineer,115000,USD
Data Engineer,139500,USD
Data Engineer,118575,USD
Data Scientist,120000,USD
Data Scientist,100000,USD
Data Engineer,181500,USD
Data Engineer,112200,USD
Data Scientist,223800,USD
Data Scientist,172100,USD
Data Scientist,175750,USD
Data Scientist,136742,USD
Data Scientist,228856,USD
Data Scientist,144540,USD
Data Scientist,155000,USD
Data Scientist,125000,USD
Data Engineer,150600,USD
Data Engineer,120500,USD
Data Scientist,176000,USD
Data Scientist,152000,USD
Data Scientist,225000,USD
Data Scientist,172758,USD
Data Engineer,245000,USD
Data Engineer,194992,USD
Data Engineer,145000,USD
Data Engineer,90000,USD
Data Engineer,155000,USD
Data Engineer,84800,USD
Data Scientist,225000,USD
Data Scientist,111967,USD
Data Engineer,205600,USD
Data Engineer,105700,USD
Data Engineer,216027,USD
Data Engineer,101028,USD
Data Engineer,174350,USD
Data Engineer,126800,USD
Data Scientist,180000,USD
Data Scientist,162000,USD
Data Scientist,268000,USD
Data Scientist,137500,USD
Data Scientist,190000,USD
Data Scientist,145000,USD
Data Engineer,155000,USD
Data Engineer,135000,USD
Data Scientist,226000,USD
Data Scientist,160000,USD
Data Scientist,181500,USD
Data Scientist,127000,USD
Data Scientist,147500,USD
Data Scientist,112500,USD
Data Scientist,234000,USD
Data Scientist,176000,USD
Data Scientist,168000,USD
Data Scientist,130000,USD
Data Engineer,225500,USD
Data Engineer,139400,USD
Data Scientist,226000,USD
Data Scientist,162000,USD
Data Scientist,120000,USD
Data Scientist,100000,USD
Data Scientist,230000,USD
Data Scientist,180000,USD
Data Scientist,164000,USD
Data Scientist,130000,USD
Data Engineer,169000,USD
Data Engineer,91000,USD
Data Engineer,170000,USD
Data Engineer,120000,USD
Data Engineer,171250,USD
Data Engineer,113750,USD
Data Scientist,136000,USD
Data Scientist,104000,USD
Data Engineer,212000,USD
Data Engineer,170000,USD
Data Engineer,194400,USD
Data Engineer,132192,USD
Data Scientist,200000,USD
Data Scientist,160000,USD
Data Scientist,222000,USD
Data Scientist,115920,USD
Data Engineer,284310,USD
Data Engineer,153090,USD
Data Engineer,247300,USD
Data Engineer,139700,USD
Data Scientist,226600,USD
Data Scientist,140100,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Engineer,248000,USD
Data Engineer,149000,USD
Data Engineer,225500,USD
Data Engineer,139400,USD
Data Engineer,304200,USD
Data Engineer,173800,USD
Data Scientist,168000,USD
Data Scientist,130000,USD
Data Engineer,226700,USD
Data Engineer,133300,USD
Data Engineer,370000,USD
Data Engineer,245000,USD
Data Scientist,359170,USD
Data Scientist,295490,USD
Data Engineer,90000,USD
Data Engineer,75000,USD
Data Scientist,253000,USD
Data Scientist,162000,USD
Data Scientist,164000,USD
Data Scientist,130000,USD
Data Scientist,359170,USD
Data Scientist,295490,USD
Data Scientist,136000,USD
Data Scientist,104000,USD
Data Engineer,150000,USD
Data Engineer,101570,USD
Data Engineer,173650,USD
Data Engineer,113900,USD
Data Scientist,185000,USD
Data Scientist,126000,USD
Data Scientist,160000,USD
Data Scientist,130000,USD
Data Scientist,248100,USD
Data Scientist,145900,USD
Data Scientist,175000,USD
Data Scientist,150000,USD
Data Engineer,210000,USD
Data Engineer,170000,USD
Data Engineer,160000,USD
Data Engineer,108000,USD
Data Scientist,208500,USD
Data Scientist,165000,USD
Data Scientist,205500,USD
Data Scientist,132500,USD
Data Engineer,170000,USD
Data Engineer,120000,USD
Data Engineer,133200,USD
Data Engineer,84000,USD
Data Scientist,300000,USD
Data Scientist,160000,USD
Data Scientist,265000,USD
Data Scientist,153000,USD
Data Scientist,230000,USD
Data Scientist,153000,USD
Data Engineer,224500,USD
Data Engineer,126900,USD
Data Scientist,370000,USD
Data Scientist,300000,USD
Data Scientist,205000,USD
Data Scientist,157500,USD
Data Engineer,255000,USD
Data Engineer,178000,USD
Data Engineer,155000,USD
Data Engineer,109283,USD
Data Engineer,181500,USD
Data Engineer,112200,USD
Data Scientist,207500,USD
Data Scientist,172900,USD
Data Scientist,254000,USD
Data Scientist,185000,USD
Data Engineer,162000,USD
Data Engineer,111000,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Engineer,168400,USD
Data Engineer,105200,USD
Data Engineer,180000,USD
Data Engineer,165000,USD
Data Scientist,185900,USD
Data Scientist,167310,USD
Data Scientist,297300,USD
Data Scientist,198200,USD
Data Engineer,121000,USD
Data Engineer,101570,USD
Data Scientist,265000,USD
Data Scientist,172000,USD
Data Scientist,208400,USD
Data Scientist,139000,USD
Data Engineer,157550,USD
Data Engineer,104650,USD
Data Engineer,240500,USD
Data Engineer,123700,USD
Data Engineer,205600,USD
Data Engineer,105700,USD
Data Scientist,275500,USD
Data Scientist,206000,USD
Data Engineer,154000,USD
Data Engineer,102000,USD
Data Scientist,228000,USD
Data Scientist,136000,USD
Data Scientist,175000,USD
Data Scientist,155000,USD
Data Engineer,195000,USD
Data Engineer,125000,USD
Data Scientist,239000,USD
Data Scientist,136000,USD
Data Scientist,176000,USD
Data Scientist,118720,USD
Data Scientist,204500,USD
Data Scientist,138900,USD
Data Scientist,272300,USD
Data Scientist,222800,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Engineer,280600,USD
Data Engineer,158600,USD
Data Engineer,178500,USD
Data Engineer,100000,USD
Data Scientist,323300,USD
Data Scientist,184700,USD
Data Engineer,181500,USD
Data Engineer,112200,USD
Data Engineer,247300,USD
Data Engineer,139700,USD
Data Scientist,278700,USD
Data Scientist,159300,USD
Data Scientist,310270,USD
Data Scientist,239080,USD
Data Engineer,225500,USD
Data Engineer,139400,USD
Data Engineer,199000,USD
Data Engineer,159000,USD
Data Engineer,145000,USD
Data Engineer,115000,USD
Data Scientist,250000,USD
Data Scientist,225000,USD
Data Engineer,174350,USD
Data Engineer,126800,USD
Data Engineer,300000,USD
Data Engineer,200000,USD
Data Engineer,232989,USD
Data Engineer,140000,USD
Data Engineer,147100,USD
Data Engineer,90700,USD
Data Scientist,147100,USD
Data Scientist,90700,USD
Data Engineer,168400,USD
Data Engineer,105200,USD
Data Scientist,180000,USD
Data Scientist,162000,USD
Data Engineer,183000,USD
Data Engineer,140000,USD
Data Scientist,185000,USD
Data Scientist,122000,USD
Data Scientist,205000,USD
Data Scientist,150000,USD
Data Engineer,130000,USD
Data Engineer,91270,USD
Data Scientist,226600,USD
Data Scientist,140100,USD
Data Engineer,157550,USD
Data Engineer,104650,USD
Data Engineer,280600,USD
Data Engineer,158600,USD
Data Scientist,250000,USD
Data Scientist,160000,USD
Data Scientist,131000,USD
Data Scientist,101000,USD
Data Engineer,170000,USD
Data Engineer,130000,USD
Data Scientist,187000,USD
Data Scientist,128000,USD
Data Scientist,140000,USD
Data Scientist,120000,USD
Data Engineer,288000,USD
Data Engineer,160000,USD
Data Scientist,189750,USD
Data Scientist,145000,USD
Data Engineer,225500,USD
Data Engineer,139400,USD
Data Scientist,359170,USD
Data Scientist,310270,USD
Data Engineer,252000,USD
Data Engineer,140000,USD
Data Engineer,180000,USD
Data Engineer,150000,USD
Data Scientist,174000,USD
Data Scientist,139000,USD
Data Engineer,247300,USD
Data Engineer,139700,USD
Data Engineer,121000,USD
Data Engineer,78000,USD
Data Engineer,160000,USD
Data Engineer,145000,USD
Data Engineer,160000,USD
Data Engineer,120000,USD
Data Engineer,254000,USD
Data Engineer,200000,USD
Data Scientist,228000,USD
Data Scientist,136000,USD
Data Scientist,233300,USD
Data Scientist,155500,USD
Data Engineer,190000,USD
Data Engineer,140000,USD
Data Engineer,208000,USD
Data Engineer,109500,USD
Data Scientist,190000,USD
Data Scientist,150000,USD
Data Scientist,154700,USD
Data Scientist,118900,USD
Data Engineer,232960,USD
Data Engineer,166400,USD
Data Engineer,190000,USD
Data Engineer,140000,USD
Data Scientist,205485,USD
Data Scientist,156560,USD
Data Scientist,265000,USD
Data Scientist,153000,USD
Data Engineer,157550,USD
Data Engineer,104650,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Engineer,185900,USD
Data Engineer,129300,USD
Data Engineer,193600,USD
Data Engineer,119700,USD
Data Scientist,164000,USD
Data Scientist,130000,USD
Data Engineer,190000,USD
Data Engineer,140000,USD
Data Scientist,323300,USD
Data Scientist,184700,USD
Data Scientist,150000,USD
Data Scientist,130000,USD
Data Scientist,201000,USD
Data Scientist,122000,USD
Data Engineer,210000,USD
Data Engineer,165000,USD
Data Engineer,185900,USD
Data Engineer,129300,USD
Data Scientist,140000,USD
Data Scientist,126000,USD
Data Scientist,170000,USD
Data Scientist,130000,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Engineer,215000,USD
Data Engineer,150000,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Scientist,153600,USD
Data Scientist,106800,USD
Data Scientist,161000,USD
Data Scientist,151000,USD
Data Engineer,136994,USD
Data Engineer,101570,USD
Data Scientist,214500,USD
Data Scientist,150000,USD
Data Engineer,278300,USD
Data Engineer,205700,USD
Data Engineer,162000,USD
Data Engineer,111000,USD
Data Engineer,225500,USD
Data Engineer,139400,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Engineer,194000,USD
Data Engineer,161000,USD
Data Engineer,178500,USD
Data Engineer,136000,USD
Data Engineer,149076,USD
Data Engineer,82365,USD
Data Scientist,175000,USD
Data Scientist,125000,USD
Data Engineer,194595,USD
Data Engineer,158000,USD
Data Engineer,240500,USD
Data Engineer,123700,USD
Data Scientist,212800,USD
Data Scientist,111600,USD
Data Scientist,205485,USD
Data Scientist,156560,USD
Data Scientist,164000,USD
Data Scientist,130000,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Engineer,152375,USD
Data Engineer,94000,USD
Data Scientist,285000,USD
Data Scientist,154000,USD
Data Engineer,225000,USD
Data Engineer,125000,USD
Data Scientist,140000,USD
Data Scientist,126000,USD
Data Engineer,231500,USD
Data Engineer,118000,USD
Data Engineer,240500,USD
Data Engineer,123700,USD
Data Scientist,267100,USD
Data Scientist,167200,USD
Data Scientist,202000,USD
Data Scientist,140000,USD
Data Engineer,174350,USD
Data Engineer,126800,USD
Data Scientist,150931,USD
Data Scientist,143250,USD
Data Engineer,200000,USD
Data Engineer,160000,USD
Data Engineer,205600,USD
Data Engineer,105700,USD
Data Engineer,231000,USD
Data Engineer,157250,USD
Data Engineer,232000,USD
Data Engineer,108000,USD
Data Scientist,180000,USD
Data Scientist,135000,USD
Data Engineer,209000,USD
Data Engineer,135000,USD
Data Engineer,209000,USD
Data Engineer,135000,USD
Data Scientist,184250,USD
Data Scientist,167500,USD
Data Engineer,95000,USD
Data Engineer,85000,USD
Data Engineer,226600,USD
Data Engineer,140100,USD
Data Engineer,225500,USD
Data Engineer,139400,USD
Data Engineer,162000,USD
Data Engineer,111000,USD
Data Scientist,136000,USD
Data Scientist,104000,USD
Data Engineer,150000,USD
Data Engineer,115000,USD
Data Scientist,180000,USD
Data Scientist,120000,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Engineer,258750,USD
Data Engineer,172500,USD
Data Scientist,153600,USD
Data Scientist,106800,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Engineer,155000,USD
Data Engineer,109528,USD
Data Engineer,240500,USD
Data Engineer,123700,USD
Data Engineer,160000,USD
Data Engineer,75000,USD
Data Scientist,235000,USD
Data Scientist,204000,USD
Data Scientist,209450,USD
Data Scientist,167560,USD
Data Engineer,122000,USD
Data Engineer,94000,USD
Data Scientist,238000,USD
Data Scientist,149500,USD
Data Scientist,258000,USD
Data Scientist,202000,USD
Data Engineer,186600,USD
Data Engineer,116500,USD
Data Engineer,220000,USD
Data Engineer,160000,USD
Data Scientist,228000,USD
Data Scientist,136000,USD
Data Engineer,180000,USD
Data Engineer,165000,USD
Data Scientist,278700,USD
Data Scientist,159300,USD
Data Engineer,226600,USD
Data Engineer,140100,USD
Data Scientist,323300,USD
Data Scientist,184700,USD
Data Engineer,170000,USD
Data Engineer,120000,USD
Data Engineer,166364,USD
Data Engineer,116455,USD
Data Scientist,168000,USD
Data Scientist,130000,USD
Data Engineer,145000,USD
Data Engineer,115000,USD
Data Scientist,222000,USD
Data Scientist,166500,USD
Data Engineer,205600,USD
Data Engineer,105700,USD
Data Scientist,136000,USD
Data Scientist,104000,USD
Data Scientist,155000,USD
Data Scientist,139500,USD
Data Scientist,157750,USD
Data Scientist,104650,USD
Data Scientist,176000,USD
Data Scientist,133000,USD
Data Engineer,171250,USD
Data Engineer,113750,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Scientist,159100,USD
Data Scientist,120160,USD
Data Engineer,175000,USD
Data Engineer,130000,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Engineer,205600,USD
Data Engineer,105700,USD
Data Engineer,130000,USD
Data Engineer,80000,USD
Data Engineer,233000,USD
Data Engineer,199098,USD
Data Engineer,172000,USD
Data Engineer,107000,USD
Data Scientist,136000,USD
Data Scientist,104000,USD
Data Scientist,359170,USD
Data Scientist,310270,USD
Data Scientist,359170,USD
Data Scientist,295490,USD
Data Scientist,178560,USD
Data Scientist,148800,USD
Data Scientist,278700,USD
Data Scientist,159300,USD
Data Engineer,331640,USD
Data Engineer,283780,USD
Data Scientist,323300,USD
Data Scientist,184700,USD
Data Scientist,202000,USD
Data Scientist,140000,USD
Data Scientist,235000,USD
Data Scientist,200000,USD
Data Scientist,359170,USD
Data Scientist,295490,USD
Data Scientist,316000,USD
Data Scientist,202000,USD
Data Engineer,170000,USD
Data Engineer,120000,USD
Data Engineer,229000,USD
Data Engineer,131000,USD
Data Scientist,185000,USD
Data Scientist,86700,USD
Data Engineer,180000,USD
Data Engineer,150000,USD
Data Engineer,145000,USD
Data Engineer,115000,USD
Data Engineer,150000,USD
Data Engineer,90000,USD
Data Scientist,155000,USD
Data Scientist,139500,USD
Data Scientist,126500,USD
Data Scientist,78000,USD
Data Scientist,105000,USD
Data Scientist,70000,USD
Data Engineer,96000,USD
Data Engineer,72000,USD
Data Scientist,205150,USD
Data Scientist,167850,USD
Data Scientist,267100,USD
Data Scientist,167200,USD
Data Scientist,222750,USD
Data Scientist,182250,USD
Data Engineer,215000,USD
Data Engineer,185000,USD
Data Scientist,206000,USD
Data Scientist,140250,USD
Data Scientist,198000,USD
Data Scientist,124000,USD
Data Scientist,184184,USD
Data Scientist,167441,USD
Data Scientist,136000,USD
Data Scientist,104000,USD
Data Engineer,202400,USD
Data Engineer,147200,USD
Data Scientist,139500,USD
Data Scientist,90000,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Engineer,180000,USD
Data Engineer,165000,USD
Data Scientist,191000,USD
Data Scientist,146000,USD
Data Scientist,155000,USD
Data Scientist,139500,USD
Data Scientist,209450,USD
Data Scientist,167560,USD
Data Engineer,172900,USD
Data Engineer,144100,USD
Data Scientist,230000,USD
Data Scientist,175000,USD
Data Scientist,310270,USD
Data Scientist,253430,USD
Data Scientist,283000,USD
Data Scientist,184000,USD
Data Engineer,260000,USD
Data Engineer,225000,USD
Data Engineer,331640,USD
Data Engineer,283780,USD
Data Scientist,174000,USD
Data Scientist,134000,USD
Data Scientist,359170,USD
Data Scientist,310270,USD
Data Scientist,359170,USD
Data Scientist,295490,USD
Data Engineer,254000,USD
Data Engineer,200000,USD
Data Engineer,208000,USD
Data Engineer,193000,USD
Data Scientist,359170,USD
Data Scientist,295490,USD
Data Engineer,232960,USD
Data Engineer,151840,USD
Data Engineer,163152,USD
Data Engineer,108768,USD
Data Scientist,222000,USD
Data Scientist,166500,USD
Data Engineer,241000,USD
Data Engineer,155000,USD
Data Scientist,169000,USD
Data Scientist,129300,USD
Data Engineer,204500,USD
Data Engineer,142200,USD
Data Engineer,250000,USD
Data Engineer,130000,USD
Data Scientist,189750,USD
Data Scientist,131100,USD
Data Scientist,180000,USD
Data Scientist,140000,USD
Data Engineer,185900,USD
Data Engineer,129300,USD
Data Scientist,230000,USD
Data Scientist,175000,USD
Data Scientist,175000,USD
Data Scientist,160000,USD
Data Scientist,255000,USD
Data Scientist,160000,USD
Data Engineer,121000,USD
Data Engineer,78000,USD
Data Scientist,240000,USD
Data Scientist,187000,USD
Data Scientist,195000,USD
Data Scientist,119000,USD
Data Scientist,245000,USD
Data Scientist,185000,USD
Data Engineer,196000,USD
Data Engineer,121000,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Engineer,194400,USD
Data Engineer,132192,USD
Data Engineer,124230,USD
Data Engineer,68637,USD
Data Scientist,175000,USD
Data Scientist,148750,USD
Data Scientist,135000,USD
Data Scientist,95000,USD
Data Scientist,227240,USD
Data Scientist,197600,USD
Data Scientist,161000,USD
Data Scientist,140000,USD
Data Scientist,210000,USD
Data Scientist,178500,USD
Data Engineer,285000,USD
Data Engineer,205000,USD
Data Engineer,146000,USD
Data Engineer,94000,USD
Data Engineer,165000,USD
Data Engineer,141000,USD
Data Scientist,240000,USD
Data Scientist,142000,USD
Data Engineer,208200,USD
Data Engineer,151200,USD
Data Scientist,270000,USD
Data Scientist,220000,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Scientist,225000,USD
Data Scientist,156400,USD
Data Engineer,149040,USD
Data Engineer,113900,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Engineer,115000,USD
Data Engineer,81500,USD
Data Scientist,240000,USD
Data Scientist,157000,USD
Data Engineer,305000,USD
Data Engineer,160000,USD
Data Engineer,175000,USD
Data Engineer,125000,USD
Data Scientist,192000,USD
Data Scientist,178000,USD
Data Scientist,218000,USD
Data Scientist,85000,USD
Data Engineer,252000,USD
Data Engineer,129000,USD
Data Scientist,218000,USD
Data Scientist,85000,USD
Data Engineer,145000,USD
Data Engineer,115000,USD
Data Scientist,184000,USD
Data Scientist,123000,USD
Data Engineer,185900,USD
Data Engineer,129300,USD
Data Engineer,275300,USD
Data Engineer,183500,USD
Data Scientist,168400,USD
Data Scientist,105200,USD
Data Engineer,190000,USD
Data Engineer,120000,USD
Data Scientist,170000,USD
Data Scientist,125000,USD
Data Engineer,105000,USD
Data Engineer,90000,USD
Data Engineer,158700,USD
Data Engineer,123906,USD
Data Engineer,166000,USD
Data Engineer,128000,USD
Data Engineer,293000,USD
Data Engineer,180000,USD
Data Engineer,185100,USD
Data Engineer,127600,USD
Data Scientist,218000,USD
Data Scientist,118000,USD
Data Scientist,210000,USD
Data Scientist,168000,USD
Data Scientist,190000,USD
Data Scientist,165000,USD
Data Scientist,175000,USD
Data Scientist,160000,USD
Data Engineer,153600,USD
Data Engineer,106800,USD
Data Engineer,150000,USD
Data Engineer,120000,USD
Data Scientist,160000,USD
Data Scientist,135000,USD
Data Engineer,232760,USD
Data Engineer,169280,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Scientist,168000,USD
Data Scientist,130000,USD
Data Scientist,185900,USD
Data Scientist,129300,USD
Data Scientist,240350,USD
Data Scientist,174800,USD
Data Engineer,154000,USD
Data Engineer,116000,USD
Data Scientist,168000,USD
Data Scientist,130000,USD
Data Scientist,233200,USD
Data Scientist,140000,USD
Data Engineer,194000,USD
Data Engineer,161000,USD
Data Engineer,185900,USD
Data Engineer,129300,USD
Data Scientist,145000,USD
Data Scientist,120000,USD
